gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	gex_transf	gene_name_unique
CRYGA	chr2	208160740	208163589	208163547	208163576	-	0.0	0.0	CRYGA_X1
LSM3	chr3	14178817	14201122	14178357	14178407	+	0.0	0.0	LSM3_X1
RNF151	chr16	1966823	1968975	1967272	1967322	+	0.0	0.0	RNF151_X1
KRTAP19-3	chr21	30491462	30492013	30491907	30491957	-	0.0	0.0	KRTAP19-3_X1
DNAJC18	chr5	139408588	139444491	139444441	139444491	-	0.0	0.0	DNAJC18_X1
POLG2	chr17	64477785	64497054	64484180	64484230	-	0.0	0.0	POLG2_X1
DDX39B	chr6	31512399	31528755	31542398	31542448	-	0.0	0.0	DDX39B_X1
DLX3	chr17	49990005	49995224	49993653	49993703	-	0.0	0.0	DLX3_X1
KIF9	chr3	47227998	47283451	47282527	47282577	-	5.86253339481625	2.7787412646524183	KIF9_X1
C9orf153	chr9	86220265	86259657	86229580	86229630	-	0.0	0.0	C9orf153_X1
SDC2	chr8	96493813	96611790	96493812	96493862	+	112.445312654672	6.825853190591386	SDC2_X1
LRRC75A	chr17	16441577	16492193	16492103	16492153	-	0.0	0.0	LRRC75A_X1
SETX	chr9	132261356	132354986	132311806	132311856	-	0.480535524165267	0.5661191071464707	SETX_X1
NPBWR2	chr20	64103802	64107565	64107121	64107171	-	0.0	0.0	NPBWR2_X1
KRT26	chr17	40766238	40772162	40772112	40772162	-	0.0	0.0	KRT26_X1
ENOX1	chr13	43213130	43786972	43786858	43786908	-	0.0	0.0	ENOX1_X1
SSUH2	chr3	8619386	8745040	8644744	8644794	-	0.0	0.0	SSUH2_X1
PPP3R2	chr9	101591604	101595021	101594951	101595001	-	0.0	0.0	PPP3R2_X1
GOT2	chr16	58707131	58734342	58734285	58734335	-	913.11360301884	9.836229659573776	GOT2_X1
CHST11	chr12	104455295	104762014	104456967	104457017	+	57.4720486901659	5.86967523491928	CHST11_X1
EPHB6	chr7	142916237	142932255	142855060	142855110	+	1.05717815316359	1.0406667377404435	EPHB6_X1
NUDT13	chr10	73110375	73131828	73110374	73110424	+	0.0	0.0	NUDT13_X1
TAS2R40	chr7	143222037	143223079	143222036	143222086	+	0.0	0.0	TAS2R40_X1
ODF4	chr17	8339840	8346048	8339869	8339919	+	0.0	0.0	ODF4_X1
CTHRC1	chr8	103371538	103382989	103371549	103371599	+	1.63382078216191	1.3971571810223802	CTHRC1_X1
TEKT5	chr16	10627501	10694930	10690069	10690119	-	0.0	0.0	TEKT5_X1
HPF1	chr4	169729470	169757944	169757903	169757953	-	89.18739328507351	6.4948538774122095	HPF1_X1
P3H4	chr17	41801947	41812604	41812553	41812603	-	0.0	0.0	P3H4_X1
RHOV	chr15	40872214	40874234	40874239	40874289	-	41.9988048120443	5.426224654336971	RHOV_X1
MYH1	chr17	10492307	10518542	10518519	10518543	-	0.0	0.0	MYH1_X1
OR8H3	chr11	56122373	56123311	56122372	56122422	+	0.0	0.0	OR8H3_X1
RGS14	chr5	177357924	177372596	177367216	177367265	+	0.0	0.0	RGS14_X1
PCGF3	chr4	705748	770640	705781	705831	+	19.029206756944603	4.3240333802175295	PCGF3_X1
WFIKKN1	chr16	629239	634117	629238	629288	+	0.0	0.0	WFIKKN1_X1
PREP	chr6	105273218	105454062	105403034	105403084	-	13.8394230959597	3.89136310107949	PREP_X1
NUDT7	chr16	77722492	77742260	77722491	77722541	+	3.07542735465771	2.026951350170348	NUDT7_X1
SMIM36	chr17	55448433	55511444	55510888	55510938	-	0.0	0.0	SMIM36_X1
NCKAP1	chr2	182909115	183038858	183038422	183038472	-	0.0	0.0	NCKAP1_X1
PGA4	chr11	61222347	61231694	61222350	61222400	+	0.0	0.0	PGA4_X1
COG3	chr13	45464898	45536701	45464924	45464974	+	121.671594718645	6.938657413488093	COG3_X1
ZNF484	chr9	92844182	92878038	92877988	92878038	-	20.1824920149412	4.404800420105688	ZNF484_X1
SPRY4	chr5	142310427	142326455	142324990	142325040	-	5.86253339481625	2.7787412646524183	SPRY4_X1
PROK2	chr3	71771655	71785206	71785156	71785206	-	0.0	0.0	PROK2_X1
TRIM64	chr11	89968502	89974072	89968501	89968551	+	0.0	0.0	TRIM64_X1
TMPPE	chr3	33090421	33097146	33096751	33096801	-	36.5206998365603	5.229614832157467	TMPPE_X1
KBTBD2	chr7	32868172	32894131	32892094	32892144	-	2.59489183049244	1.84594836093997	KBTBD2_X1
ADRB3	chr8	37962990	37966599	37966616	37966666	-	0.0	0.0	ADRB3_X1
TYMS	chr18	657653	673578	667720	667752	+	0.0	0.0	TYMS_X1
TIMP4	chr3	12153068	12158912	12159301	12159351	-	0.0	0.0	TIMP4_X1
STK35	chr20	2101827	2177038	2102890	2102940	+	6.24696181414847	2.857376292462053	STK35_X1
ARIH2	chr3	48918821	48986382	48924715	48924765	+	0.0	0.0	ARIH2_X1
SLC9A2	chr2	102619553	102711355	102689693	102689743	+	0.0	0.0	SLC9A2_X1
GALNT11	chr7	152025674	152122340	152025673	152025723	+	4.03649840298824	2.3324210566750163	GALNT11_X1
SP2	chr17	47896150	47928957	47896149	47896199	+	0.480535524165267	0.5661191071464707	SP2_X1
LRRN3	chr7	111091006	111125454	111091042	111091092	+	0.0	0.0	LRRN3_X1
C2CD4A	chr15	62066977	62070917	62066976	62067026	+	0.480535524165267	0.5661191071464707	C2CD4A_X1
EXOC6B	chr2	72175984	72826041	72495489	72495539	-	0.0	0.0	EXOC6B_X1
CCDC33	chr15	74202705	74338316	74318569	74318619	+	0.0	0.0	CCDC33_X1
TAS2R1	chr5	9627347	9712378	9630305	9630355	-	0.0	0.0	TAS2R1_X1
TRIM64B	chr11	89869282	89876017	89875967	89876017	-	0.0	0.0	TRIM64B_X1
FAM178B	chr2	96875882	96986580	96950059	96950109	-	0.0	0.0	FAM178B_X1
HLA-DRA	chr6	32414554	32419764	32439877	32439927	+	534.643824186276	9.06513019067171	HLA-DRA_X1
CLEC4F	chr2	70808643	70820599	70820497	70820547	-	0.0	0.0	CLEC4F_X1
F2R	chr5	76716126	76735770	76716198	76716248	+	13.8394230959597	3.89136310107949	F2R_X1
MRPL41	chr9	137551879	137552555	137551198	137551248	+	0.480535524165267	0.5661191071464707	MRPL41_X1
SERAC1	chr6	158109519	158168280	158168220	158168270	-	4.03649840298824	2.3324210566750163	SERAC1_X1
SLC25A51	chr9	37879400	37904353	37904083	37904133	-	52.5705863436802	5.7433691816951535	SLC25A51_X1
LITAF	chr16	11547722	11636381	11586323	11586373	-	8.16910391080953	3.196780747277192	LITAF_X1
CCDC74B	chr2	130139287	130145134	130145033	130145083	-	0.0	0.0	CCDC74B_X1
CENPJ	chr13	24882279	24922889	24922830	24922880	-	58.913655262661706	5.904812948227644	CENPJ_X1
HYAL4	chr7	123828983	123877481	123848069	123848119	+	0.0	0.0	HYAL4_X1
TRIM6-TRIM34	chr11	5596725	5644398	5596724	5596774	+	0.0	0.0	TRIM6-TRIM34_X1
CST11	chr20	23450403	23452876	23452795	23452845	-	0.0	0.0	CST11_X1
TMED9	chr5	177592203	177597242	177592271	177592321	+	2.59489183049244	1.84594836093997	TMED9_X1
PIGO	chr9	35088688	35096601	35096560	35096601	-	69.9659723184628	6.149055523236294	PIGO_X1
ZAP70	chr2	97713576	97739862	97732928	97732978	+	0.0	0.0	ZAP70_X1
DTX1	chr12	113056730	113098028	113093489	113093539	+	0.0	0.0	DTX1_X1
DRD4	chr11	637525	640936	639056	639106	+	0.0	0.0	DRD4_X1
OR52I1	chr11	4593750	4595013	4594038	4594088	+	0.0	0.0	OR52I1_X1
DSG4	chr18	31376777	31414912	31376776	31376826	+	0.0	0.0	DSG4_X1
SDHAF3	chr7	97117698	97181763	97117700	97117750	+	28.928238554749	4.903435465500531	SDHAF3_X1
MAPKAPK5	chr12	111842228	111902222	111887577	111887627	+	0.0	0.0	MAPKAPK5_X1
BPIFB2	chr20	33007704	33023703	33007599	33007649	+	0.0	0.0	BPIFB2_X1
GOLGA6B	chr15	72654697	72669599	72658557	72658607	+	0.0	0.0	GOLGA6B_X1
DHX30	chr3	47802909	47850195	47847776	47847826	+	0.0	0.0	DHX30_X1
CELF4	chr18	37243040	37565827	37273015	37273043	-	0.0	0.0	CELF4_X1
PTPN5	chr11	18727928	18792721	18792671	18792721	-	0.0	0.0	PTPN5_X1
TRMT6	chr20	5937228	5950558	5950486	5950536	-	60.5474760448236	5.94362779039032	TRMT6_X1
FAM234B	chr12	13044381	13142521	13044380	13044430	+	11.773120342049	3.675039098557241	FAM234B_X1
CYSLTR2	chr13	48653711	48711226	48706554	48706604	+	0.0	0.0	CYSLTR2_X1
PRB1	chr12	11351823	11355591	11355536	11355586	-	0.0	0.0	PRB1_X1
TMEM114	chr16	8537605	8590511	8589788	8589838	-	0.0	0.0	TMEM114_X1
TEDC2	chr16	2460086	2464963	2460079	2460129	+	39.0194845622196	5.322630680813714	TEDC2_X1
ANAPC13	chr3	134477706	134486716	134485976	134486026	-	102.354066647202	6.691451345024079	ANAPC13_X1
ITPRID2	chr2	181891730	181930738	181898858	181898908	+	0.0	0.0	ITPRID2_X1
WDR27	chr6	169457212	169702067	169701998	169702048	-	15.0888154587894	4.00798620624152	WDR27_X1
MTAP	chr9	21802636	21937651	21802960	21803010	+	0.0	0.0	MTAP_X1
RBFOX2	chr22	35744967	35945128	35961616	35961666	-	0.0	0.0	RBFOX2_X1
NKX2-4	chr20	21395365	21397526	21397978	21398028	-	0.0	0.0	NKX2-4_X1
MIB1	chr18	21704957	21870953	21741319	21741369	+	1.05717815316359	1.0406667377404435	MIB1_X1
AAAS	chr12	53307456	53324864	53321207	53321257	-	8.16910391080953	3.196780747277192	AAAS_X1
PCDHB11	chr5	141199610	141203779	141199581	141199631	+	0.0	0.0	PCDHB11_X1
PAPSS1	chr4	107590276	107720234	107719973	107720023	-	5.86253339481625	2.7787412646524183	PAPSS1_X1
PCDHB1	chr5	141051374	141059346	141051134	141051184	+	0.0	0.0	PCDHB1_X1
IP6K1	chr3	49724294	49786542	49786492	49786542	-	4.90146234648572	2.561072489832702	IP6K1_X1
NT5C1B-RDH14	chr2	18555545	18589564	18589514	18589564	-	0.0	0.0	NT5C1B-RDH14_X1
FEV	chr2	218981087	218985184	218984425	218984475	-	0.0	0.0	FEV_X1
H1-2	chr6	26055740	26056470	26056378	26056428	-	0.480535524165267	0.5661191071464707	H1-2_X1
RGS20	chr8	53851795	53959303	53880871	53880921	+	3.07542735465771	2.026951350170348	RGS20_X1
SUMO2	chr17	75165586	75182959	75182933	75182983	-	311.435073211509	8.287412605828534	SUMO2_X1
OR10S1	chr11	123976661	123977781	123977731	123977781	-	0.0	0.0	OR10S1_X1
ADH5	chr4	99070978	99088801	99088701	99088751	-	1007.2024586504	9.97756966235094	ADH5_X1
ADAMTSL3	chr15	83654088	84039842	83870911	83870959	+	0.0	0.0	ADAMTSL3_X1
POLR3H	chr22	41525799	41544606	41544439	41544489	-	6.24696181414847	2.857376292462053	POLR3H_X1
PSMA1	chr11	14504874	14643635	14643585	14643635	-	0.0	0.0	PSMA1_X1
CPSF4L	chr17	73248449	73262352	73261830	73261880	-	0.0	0.0	CPSF4L_X1
KLHL10	chr17	41835685	41848384	41837824	41837874	+	0.0	0.0	KLHL10_X1
C11orf91	chr11	33698261	33700826	33700347	33700397	-	0.0	0.0	C11orf91_X1
FAM185A	chr7	102748971	102809225	102748970	102749020	+	25.18006146626	4.710396579373128	FAM185A_X1
CLDN1	chr3	190305707	190322446	190322425	190322475	-	64.24759958089611	6.027852921681936	CLDN1_X1
MGRN1	chr16	4616493	4690974	4624823	4624873	+	29.697095393413505	4.9400302469073845	MGRN1_X1
SLC9A5	chr16	67237683	67272191	67246914	67246964	+	0.0	0.0	SLC9A5_X1
SLC47A1	chr17	19495385	19579034	19555572	19555622	+	0.0	0.0	SLC47A1_X1
MYCN	chr2	15940550	15947007	15940563	15940613	+	0.0	0.0	MYCN_X1
PCMTD1	chr8	51817575	51899186	51899136	51899186	-	11.3406383703003	3.6253451206425615	PCMTD1_X1
PKD2	chr4	88007635	88077777	88007667	88007717	+	0.0	0.0	PKD2_X1
BBOX1	chr11	27040725	27127809	27040870	27040920	+	0.0	0.0	BBOX1_X1
PRR20E	chr13	57167197	57170218	57167196	57167246	+	0.0	0.0	PRR20E_X1
OR6C3	chr12	55330043	55332687	55331700	55331750	+	0.0	0.0	OR6C3_X1
ZNF512	chr2	27582969	27623217	27582968	27583018	+	13.0705662572953	3.814608484595648	ZNF512_X1
SPATA4	chr4	176184579	176195585	176194827	176194877	-	0.0	0.0	SPATA4_X1
IFNGR1	chr6	137197485	137219449	137219320	137219370	-	218.980038362112	7.781228805058375	IFNGR1_X1
IL2RB	chr22	37125843	37175054	37175004	37175054	-	0.0	0.0	IL2RB_X1
CCDC54	chr3	107377439	107378635	107377193	107377243	+	0.0	0.0	CCDC54_X1
B3GALT5	chr21	39556442	39673137	39556441	39556491	+	0.0	0.0	B3GALT5_X1
TESK1	chr9	35605262	35610041	35605304	35605354	+	0.0	0.0	TESK1_X1
NPHP3	chr3	132680609	132722432	132684635	132684685	-	0.0	0.0	NPHP3_X1
HMGA1	chr6	34236873	34246231	34237203	34237253	+	52.282265029181005	5.735583507568872	HMGA1_X1
SALL4	chr20	51782331	51802521	51802425	51802475	-	0.0	0.0	SALL4_X1
DNAAF11	chr8	132570416	132675592	132675509	132675559	-	0.0	0.0	DNAAF11_X1
TAS2R5	chr7	141790217	141791367	141790216	141790266	+	0.0	0.0	TAS2R5_X1
CHTF18	chr16	788046	800737	788634	788684	+	15.7615651926207	4.067084968876793	CHTF18_X1
REV3L	chr6	111299028	111483715	111351683	111351733	-	0.480535524165267	0.5661191071464707	REV3L_X1
NF2	chr22	29603556	29698598	29603616	29603666	+	21.81631279710309	4.511993760346672	NF2_X1
MYO19	chr17	36495636	36543435	36499294	36499344	-	0.0	0.0	MYO19_X1
SFXN5	chr2	72942036	73075619	73075580	73075619	-	0.0	0.0	SFXN5_X1
PLXNA4	chr7	132123340	132648688	132577251	132577301	-	0.0	0.0	PLXNA4_X1
VPS8	chr3	184812143	185052614	184869522	184869528	+	0.480535524165267	0.5661191071464707	VPS8_X1
PCDHGA10	chr5	141412987	141512975	141412986	141413036	+	2.1143563063271698	1.6389340092740403	PCDHGA10_X1
OR52B2	chr11	6169355	6170326	6170358	6170408	-	0.0	0.0	OR52B2_X1
ZKSCAN8P1	chr6	28161769	28169594	28162417	28162467	+	0.0	0.0	ZKSCAN8P1_X1
VPS35	chr16	46656132	46689518	46689144	46689194	-	252.37725729159803	7.985143226230147	VPS35_X1
POC1A	chr3	52075226	52154690	52154362	52154412	-	19.798063595609	4.378377307337431	POC1A_X1
CHD7	chr8	60678740	60868028	60743031	60743081	+	7.88078259631037	3.1506868159973744	CHD7_X1
FOXP1	chr3	70954693	71583978	71198331	71198381	-	0.0	0.0	FOXP1_X1
MESD	chr15	80946289	80989828	80978765	80978813	-	0.480535524165267	0.5661191071464707	MESD_X1
USP32	chr17	60177327	60422470	60226038	60226063	-	0.480535524165267	0.5661191071464707	USP32_X1
SIRT7	chr17	81911939	81921323	81918126	81918176	-	244.544528247704	7.939840863426424	SIRT7_X1
C9orf64	chr9	83938311	83956986	83956667	83956717	-	7.400247072145111	3.070431761762398	C9orf64_X1
TRIM64C	chr11	49053714	49059112	49059062	49059112	-	0.0	0.0	TRIM64C_X1
CD81	chr11	2376177	2397397	2379155	2379205	+	0.480535524165267	0.5661191071464707	CD81_X1
PPP1R26	chr9	135479079	135488893	135479662	135479712	+	2.1143563063271698	1.6389340092740403	PPP1R26_X1
BRD7	chr16	50313487	50368988	50361791	50361833	-	0.480535524165267	0.5661191071464707	BRD7_X1
RPSA	chr3	39406716	39412542	39406688	39406738	+	634.787427422317	9.31240067750759	RPSA_X1
SLC9A8	chr20	49812713	49892242	49812880	49812930	+	55.646013698337896	5.823902528956271	SLC9A8_X1
COQ10B	chr2	197453493	197475310	197453763	197453813	+	4.51703392715351	2.463892852391547	COQ10B_X1
SMUG1	chr12	54121277	54189008	54188907	54188957	-	41.6143763927121	5.413268315280417	SMUG1_X1
OR2A4	chr6	131699644	131701401	131701351	131701401	-	0.0	0.0	OR2A4_X1
ATRAID	chr2	27212041	27217178	27216373	27216423	+	0.0	0.0	ATRAID_X1
CNDP1	chr18	74534500	74587212	74534502	74534552	+	0.0	0.0	CNDP1_X1
EN2	chr7	155458129	155464831	155458128	155458178	+	0.0	0.0	EN2_X1
ALPK2	chr18	58481247	58629091	58578974	58579024	-	33.349165377069504	5.10220313946228	ALPK2_X1
CASP10	chr2	201182898	201229406	201183111	201183161	+	185.967247851958	7.5466417566792625	CASP10_X1
CDK2AP2	chr11	67506497	67508649	67508108	67508158	-	53.6277644968437	5.771562480484003	CDK2AP2_X1
RIMS4	chr20	44751808	44810546	44810288	44810338	-	0.0	0.0	RIMS4_X1
NFATC2IP	chr16	28950807	28967092	28950987	28951037	+	90.052357228571	6.508624462094402	NFATC2IP_X1
CENPW	chr6	126340115	126348875	126340173	126340223	+	11.773120342049	3.675039098557241	CENPW_X1
VNN1	chr6	132680849	132714055	132713999	132714049	-	0.0	0.0	VNN1_X1
SLFN14	chr17	35543985	35560819	35558048	35558098	-	0.0	0.0	SLFN14_X1
BAD	chr11	64269830	64284704	64271818	64271868	-	0.0	0.0	BAD_X1
GMCL1	chr2	69829660	69881384	69842699	69842749	+	0.0	0.0	GMCL1_X1
VWA7	chr6	31765590	31777328	31777244	31777294	-	0.0	0.0	VWA7_X1
NME6	chr3	48290722	48301685	48301361	48301411	-	175.395466320322	7.462669671298039	NME6_X1
COX7A2	chr6	75237675	75250323	75243759	75243809	-	4343.08006740568	12.08483497891499	COX7A2_X1
PRR23A	chr3	139003962	139006268	139006218	139006268	-	0.0	0.0	PRR23A_X1
QPRT	chr16	29663279	29698699	29679007	29679057	+	16.145993611953003	4.09979960589764	QPRT_X1
NEUROG2	chr4	112513516	112516180	112516122	112516172	-	0.0	0.0	NEUROG2_X1
RFC1	chr4	39287456	39366375	39292085	39292135	-	0.0	0.0	RFC1_X1
CLEC1A	chr12	10069554	10111627	10098964	10099014	-	0.0	0.0	CLEC1A_X1
ZNF679	chr7	64228474	64266931	64228473	64228523	+	0.0	0.0	ZNF679_X1
IRF1	chr5	132440440	132508719	132490748	132490798	-	106.678886364689	6.750591584289079	IRF1_X1
NUDT4	chr12	93377883	93408146	93378577	93378627	+	6.63139023348068	2.9319459011288083	NUDT4_X1
ABCF1	chr6	30571393	30597179	30589428	30589478	+	0.0	0.0	ABCF1_X1
GCNT3	chr15	59594875	59640239	59599676	59599711	+	0.0	0.0	GCNT3_X1
POTEJ	chr2	130611440	130658037	130611480	130611530	+	0.0	0.0	POTEJ_X1
NUTM2G	chr9	96928310	96940253	96928309	96928359	+	0.0	0.0	NUTM2G_X1
COLEC11	chr2	3594832	3644644	3601905	3601955	+	0.0	0.0	COLEC11_X1
EID3	chr12	104303739	104305205	104303738	104303788	+	0.480535524165267	0.5661191071464707	EID3_X1
DENND2B	chr11	8693351	8910951	8810623	8810673	-	0.0	0.0	DENND2B_X1
CD300LD	chr17	74579365	74592283	74592233	74592283	-	0.0	0.0	CD300LD_X1
BCL7C	chr16	30833626	30894302	30894252	30894302	-	0.0	0.0	BCL7C_X1
C1QL3	chr10	16513734	16521879	16521095	16521145	-	0.0	0.0	C1QL3_X1
RASL10A	chr22	29312933	29319679	29319629	29319679	-	0.0	0.0	RASL10A_X1
HSPA8	chr11	123057489	123063230	123061972	123062022	-	0.480535524165267	0.5661191071464707	HSPA8_X1
BLOC1S1	chr12	55716038	55720087	55716036	55716086	+	49.3990518841894	5.655324688635488	BLOC1S1_X1
CRACR2A	chr12	3606633	3764819	3753150	3753200	-	5.86253339481625	2.7787412646524183	CRACR2A_X1
CCDC102A	chr16	57512181	57536571	57536549	57536599	-	3.07542735465771	2.026951350170348	CCDC102A_X1
OARD1	chr6	41033627	41097787	41072564	41072614	-	0.480535524165267	0.5661191071464707	OARD1_X1
MTSS2	chr16	70661204	70686053	70686016	70686066	-	0.0	0.0	MTSS2_X1
LYRM9	chr17	27878314	27894752	27892271	27892321	-	0.0	0.0	LYRM9_X1
CHD2	chr15	92900189	93027996	92900320	92900370	+	72.4647570441222	6.198980412434768	CHD2_X1
ACVR2A	chr2	147844517	147930826	147845028	147845078	+	0.0	0.0	ACVR2A_X1
ASNSD1	chr2	189661385	189670831	189661438	189661488	+	359.921107599785	8.495539708014212	ASNSD1_X1
NR6A1	chr9	124517275	124771311	124771260	124771310	-	5.38199787065099	2.67400812726314	NR6A1_X1
KCNJ8	chr12	21764955	21775600	21775531	21775581	-	0.0	0.0	KCNJ8_X1
TUBB8	chr10	46888	74163	49219	49269	-	0.0	0.0	TUBB8_X1
GPRC6A	chr6	116792085	116829083	116828987	116829037	-	0.0	0.0	GPRC6A_X1
SCN4B	chr11	118133377	118152888	118141814	118141864	-	0.0	0.0	SCN4B_X1
ZNF639	chr3	179323031	179338583	179322990	179323040	+	15.0888154587894	4.00798620624152	ZNF639_X1
ZMYND11	chr10	134465	254637	135483	135533	+	35.1752003688975	5.1769291025334905	ZMYND11_X1
HCRT	chr17	42184060	42185452	42185402	42185452	-	0.0	0.0	HCRT_X1
DAAM2	chr6	39792298	39904877	39848565	39848615	+	0.0	0.0	DAAM2_X1
PLN	chr6	118548296	118561716	118548297	118548347	+	0.0	0.0	PLN_X1
IFNB1	chr9	21077104	21077942	21077913	21077963	-	0.0	0.0	IFNB1_X1
RNF183	chr9	113297093	113303376	113299715	113299765	-	0.0	0.0	RNF183_X1
ARFGAP3	chr22	42796502	42858106	42857218	42857268	-	22.2968483212684	4.542062890160752	ARFGAP3_X1
RILPL1	chr12	123470054	123533719	123514378	123514428	-	0.0	0.0	RILPL1_X1
IDO2	chr8	39934614	40016397	39934613	39934663	+	0.0	0.0	IDO2_X1
INTS5	chr11	62646848	62653302	62653252	62653302	-	5.38199787065099	2.67400812726314	INTS5_X1
EPHB1	chr3	134795260	135260467	134795261	134795311	+	78.5195046486046	6.313236864825445	EPHB1_X1
CDC25B	chr20	3786772	3806121	3802768	3802818	+	0.0	0.0	CDC25B_X1
NOTCH1	chr9	136494433	136546048	136545812	136545862	-	1.05717815316359	1.0406667377404435	NOTCH1_X1
STK36	chr2	218672069	218702716	218697027	218697077	+	0.0	0.0	STK36_X1
KRTAP10-8	chr21	44612079	44612954	44612078	44612128	+	0.0	0.0	KRTAP10-8_X1
PRRC2A	chr6	31610949	31627996	31620719	31620769	+	65.1606170768101	6.047900785404743	PRRC2A_X1
CSPP1	chr8	67062417	67196778	67064367	67064417	+	38.250627723555205	5.294643821666621	CSPP1_X1
KLHL42	chr12	27780048	27803040	27780019	27780069	+	1.05717815316359	1.0406667377404435	KLHL42_X1
FKBP4	chr12	2794970	2805423	2796680	2796730	+	0.0	0.0	FKBP4_X1
E2F7	chr12	77021248	77065569	77065530	77065580	-	124.362593653971	6.969963123238167	E2F7_X1
TIMM23	chr10	45972489	46003742	45972448	45972498	+	19.5097422811098	4.358237458372566	TIMM23_X1
SOD3	chr4	24789912	24800842	24789946	24789968	+	0.0	0.0	SOD3_X1
UFL1	chr6	96521595	96555276	96521807	96521857	+	44.59369664253671	5.510762479559449	UFL1_X1
ODF3B	chr22	50529710	50532506	50532529	50532579	-	1.63382078216191	1.3971571810223802	ODF3B_X1
TTLL12	chr22	43166622	43187134	43187083	43187133	-	7.111925757645951	3.020044448499272	TTLL12_X1
CTNS	chr17	3636459	3663103	3636467	3636517	+	1.05717815316359	1.0406667377404435	CTNS_X1
SLC2A4RG	chr20	63739776	63744050	63741921	63741971	+	1.05717815316359	1.0406667377404435	SLC2A4RG_X1
SPG7	chr16	89490719	89557766	89508396	89508446	+	101.008567179539	6.672546511661705	SPG7_X1
TPK1	chr7	144451941	144836395	144738874	144738924	-	0.0	0.0	TPK1_X1
IFT20	chr17	28328325	28335489	28335439	28335489	-	262.949038823234	8.044115602184181	IFT20_X1
PUS1	chr12	131929200	131945896	131929764	131929796	+	0.480535524165267	0.5661191071464707	PUS1_X1
RELT	chr11	73376399	73397474	73391981	73392031	+	0.0	0.0	RELT_X1
CDC45	chr22	19479457	19520612	19479458	19479508	+	0.480535524165267	0.5661191071464707	CDC45_X1
PABIR1	chr9	68780065	68785566	68780054	68780104	+	19.5097422811098	4.358237458372566	PABIR1_X1
ADRA2C	chr4	3766348	3768526	3766397	3766447	+	0.0	0.0	ADRA2C_X1
GALNT17	chr7	71132144	71713600	71283995	71284045	+	0.0	0.0	GALNT17_X1
FRMPD2	chr10	48153088	48274696	48251707	48251757	-	9.03406785430701	3.3268346942055813	FRMPD2_X1
LRRC51	chr11	72080337	72096895	72080811	72080861	+	14.3199586201249	3.93734049537339	LRRC51_X1
MZB1	chr5	139387467	139390081	139389864	139389914	-	314.558554118584	8.301763922077589	MZB1_X1
DNAH17	chr17	78423697	78577396	78491442	78491490	-	0.0	0.0	DNAH17_X1
COX14	chr12	50112082	50120457	50112203	50112253	+	79.0000401727698	6.3219288193503775	COX14_X1
SAA4	chr11	18231355	18236802	18236843	18236893	-	0.0	0.0	SAA4_X1
STK25	chr2	241492670	241509730	241499270	241499320	-	0.0	0.0	STK25_X1
CXCL2	chr4	74097040	74099196	74099145	74099195	-	0.0	0.0	CXCL2_X1
CCDC184	chr12	48183644	48185926	48183583	48183633	+	0.0	0.0	CCDC184_X1
EIF4G2	chr11	10797050	10808940	10800432	10800482	-	10.5717815316359	3.5325390862989074	EIF4G2_X1
SYCP2L	chr6	10886831	10979320	10891506	10891556	+	0.0	0.0	SYCP2L_X1
GSS	chr20	34928432	34956027	34955767	34955817	-	398.363949533006	8.641560296774589	GSS_X1
OR51Q1	chr11	5422111	5423206	5422110	5422160	+	0.0	0.0	OR51Q1_X1
GATA2	chr3	128479427	128493201	128487866	128487916	-	0.0	0.0	GATA2_X1
HS3ST5	chr6	114055596	114343023	114168400	114168450	-	0.0	0.0	HS3ST5_X1
CYP2C9	chr10	94938658	94990091	94938657	94938707	+	0.0	0.0	CYP2C9_X1
SULT1E1	chr4	69841212	69860145	69860102	69860152	-	0.0	0.0	SULT1E1_X1
RPS24	chr10	78033760	78056813	78033759	78033809	+	6.63139023348068	2.9319459011288083	RPS24_X1
RMC1	chr18	23503470	23531822	23503508	23503558	+	32.1958801190729	5.0529322972848565	RMC1_X1
RECQL4	chr8	144511288	144517845	144517795	144517845	-	17.2992788699496	4.193714891415996	RECQL4_X1
FEN1	chr11	61792911	61797238	61792950	61793000	+	27.6307926395028	4.839495706588597	FEN1_X1
PHLDB1	chr11	118606440	118658031	118635023	118635073	+	0.0	0.0	PHLDB1_X1
