gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand
AMT	chr3	49416778	49422685	49422408	49422458	-
UTP15	chr5	73565443	73583380	73565740	73565790	+
APPL2	chr12	105173297	105236203	105236188	105236238	-
MPZL3	chr11	118226690	118252365	118252300	118252350	-
FAT2	chr5	151504092	151591331	151568894	151568944	-
STAT1	chr2	190908460	191020960	191014178	191014228	-
EIF6	chr20	35278907	35284985	35284473	35284523	-
SLFN12	chr17	35410922	35433283	35433149	35433199	-
NDUFAF8	chr17	81239305	81241310	81239310	81239360	+
C16orf96	chr16	4556340	4600758	4556489	4556539	+
GHR	chr5	42423439	42721878	42549555	42549605	+
SERPINI1	chr3	167735243	167825569	167807237	167807287	+
MAPK3	chr16	30114105	30123506	30117055	30117105	-
TUFM	chr16	28842411	28846348	28846358	28846408	-
FRAT2	chr10	97332497	97334729	97334659	97334709	-
HTR4	chr5	148451032	148677235	148654477	148654527	-
ZDHHC3	chr3	44915257	44976185	44976135	44976185	-
UGDH	chr4	39498755	39528311	39527548	39527598	-
IGSF5	chr21	39745183	39802081	39751171	39751221	+
MED13	chr17	61942605	62065278	62033786	62033825	-
LBHD1	chr11	62662817	62672267	62670635	62670685	-
PAK2	chr3	196739857	196832647	196806578	196806628	+
RTEL1	chr20	63657810	63696253	63658293	63658343	+
ATL2	chr2	38293954	38377285	38377229	38377279	-
GSTA2	chr6	52750087	52763475	52763519	52763569	-
BLCAP	chr20	37492472	37527931	37495712	37495762	-
KCNQ2	chr20	63414903	63466150	63472627	63472677	-
SULT1A3	chr16	30199228	30204310	30201072	30201106	+
CLN5	chr13	76990660	77019143	76992083	76992133	+
SLC7A4	chr22	21028718	21032840	21032530	21032558	-
BAG2	chr6	57172326	57189833	57172325	57172375	+
RNF25	chr2	218663892	218672002	218671934	218671984	-
CD74	chr5	150401637	150412969	150412719	150412769	-
AMPH	chr7	38383704	38631420	38631370	38631420	-
SLC10A7	chr4	146253975	146522372	146521667	146521717	-
SPOPL	chr2	138501770	138573547	138550156	138550206	+
HARBI1	chr11	46602861	46617909	46617859	46617909	-
SAP30	chr4	173369969	173377532	173369968	173370018	+
HSD17B6	chr12	56752161	56787790	56752456	56752506	+
POM121	chr7	72879349	72951440	72879364	72879414	+
CDK5R2	chr2	218959666	218962155	218959654	218959704	+
UNC5CL	chr6	41026895	41039221	41035085	41035135	-
ZBTB38	chr3	141324213	141449792	141368303	141368353	+
TMC7	chr16	18983934	19063942	19033515	19033565	+
HTATIP2	chr11	20363685	20383782	20363722	20363749	+
LRIT1	chr10	84231520	84241546	84241411	84241461	-
EFCAB1	chr8	48710789	48735311	48735251	48735301	-
DNAJB11	chr3	186567403	186585800	186570677	186570727	+
GALNTL5	chr7	151956379	152019929	151956408	151956458	+
SCAND1	chr20	35953617	35959472	35955309	35955359	-
GPRIN3	chr4	89236383	89307800	89251144	89251194	-
TMEM178B	chr7	141074064	141480380	141074392	141074442	+
CDK17	chr12	96278261	96400480	96335180	96335230	-
DCAF10	chr9	37800554	37867666	37800553	37800603	+
DUSP18	chr22	30652051	30667887	30667840	30667890	-
MPHOSPH10	chr2	71130632	71150101	71144239	71144289	+
SFRP1	chr8	41261962	41309473	41306940	41306990	-
LHFPL4	chr3	9498361	9553822	9553745	9553795	-
IRAK3	chr12	66189195	66254622	66189194	66189244	+
HEXIM2	chr17	45160700	45170040	45161916	45161966	+
GOLGA8A	chr15	34379068	34437808	34437416	34437466	-
NUP85	chr17	75205659	75235758	75205689	75205739	+
KRT18	chr12	52948871	52952906	52948870	52948920	+
RNPEPL1	chr2	240565804	240581372	240574721	240574771	+
SBSPON	chr8	73064543	73124088	73124038	73124088	-
CYP2U1	chr4	107931549	107953461	107931584	107931634	+
RNF114	chr20	49936336	49953885	49936376	49936426	+
RNASEH2C	chr11	65714005	65720818	65720433	65720483	-
SNX32	chr11	65833834	65856896	65833942	65833992	+
RBMS3	chr3	28574791	30010391	29698192	29698242	+
HIRIP3	chr16	29992330	29996074	29996024	29996074	-
STAT3	chr17	42313324	42388540	42388432	42388482	-
USB1	chr16	57999546	58021618	58001404	58001454	+
MLST8	chr16	2204248	2209453	2205449	2205499	+
CCDC83	chr11	85855101	85920021	85855396	85855446	+
KIF11	chr10	92574105	92655395	92593285	92593335	+
SPINT3	chr20	45512461	45515622	45515574	45515624	-
AP3S2	chr15	89830599	89894638	89889429	89889479	-
KCNK4	chr11	64291302	64300031	64291741	64291785	+
TMEM258	chr11	61768501	61792802	61792752	61792802	-
GNAO1	chr16	56191390	56357444	56193652	56193702	+
IQCJ	chr3	158962928	159266307	158962927	158962977	+
BRI3	chr7	98252379	98310441	98281666	98281716	+
TRMT9B	chr8	12945642	13031503	12951331	12951381	+
MYO5B	chr18	49822789	50195147	49902783	49902833	-
LRIG3	chr12	58872149	58920504	58877444	58877494	-
RRM1	chr11	4094707	4138932	4119061	4119111	+
MDM2	chr12	68808177	68845544	68809226	68809276	+
CCR10	chr17	42678889	42683917	42681799	42681843	-
WDR59	chr16	74871362	75000173	74886419	74886469	-
OSTM1	chr6	108041409	108165854	108049618	108049668	-
CHAF1B	chr21	36385392	36419015	36385377	36385427	+
SLC23A3	chr2	219161465	219170095	219170045	219170095	-
KRT24	chr17	40697991	40703752	40703700	40703750	-
TGFBR2	chr3	30606601	30694142	30606501	30606551	+
ZNF620	chr3	40477131	40518736	40506107	40506138	+
ALG1L2	chr3	130081831	130113227	130081830	130081880	+
TSPAN12	chr7	120787320	120858402	120857085	120857124	-
RPEL1	chr10	103245887	103248016	103245886	103245936	+
B9D1	chr17	19334308	19378193	19362683	19362733	-
WEE2	chr7	141708353	141731271	141708352	141708402	+
RP9	chr7	33094797	33109405	33109351	33109401	-
LRRC2	chr3	46515385	46606948	46566184	46566234	-
CAD	chr2	27217369	27243943	27235632	27235640	+
M1AP	chr2	74557883	74648338	74648288	74648338	-
CLPB	chr11	72285495	72434680	72430395	72430445	-
ZNF618	chr9	113876282	114056593	114027920	114027970	+
MYG1	chr12	53299695	53307177	53299749	53299799	+
ADAM18	chr8	39429440	39575001	39685173	39685223	+
SEC13	chr3	10293131	10321112	10321062	10321112	-
GINS4	chr8	41529218	41545030	41529217	41529267	+
TMEM127	chr2	96248514	96265997	96265944	96265994	-
KDM2A	chr11	67119263	67258082	67252337	67252387	+
TP53TG3E	chr16	33303739	33306935	33303738	33303788	+
TRIM10	chr6	30144448	30153436	30160884	30160934	-
CTIF	chr18	48539031	48867468	48539045	48539095	+
ZMIZ2	chr7	44748581	44769881	44759950	44760000	+
ARMH2	chr6	24797335	24798917	24798839	24798889	-
UBASH3A	chr21	42403447	42447684	42403880	42403930	+
NPIPB8	chr16	28637654	28658744	28637653	28637703	+
HACL1	chr3	15560699	15601852	15601542	15601592	-
CENPE	chr4	103105349	103198445	103198359	103198409	-
PRPF40A	chr2	152651593	152717997	152717947	152717997	-
PROM1	chr4	15963076	16084378	15985987	15986037	-
FGFR1OP2	chr12	26938470	26966650	26938480	26938530	+
PECAM1	chr17	64319415	64413776	64398341	64398391	-
SENP2	chr3	185582496	185633551	185586294	185586344	+
PCLO	chr7	82754012	83162930	82879412	82879462	-
FAM162A	chr3	122384161	122412334	122384181	122384231	+
MAB21L4	chr2	240886048	240896889	240896106	240896156	-
CLDN3	chr7	73768997	73770270	73770220	73770270	-
KIAA0753	chr17	6578147	6640711	6640661	6640711	-
ITGA8	chr10	15513954	15719922	15644095	15644145	-
MRS2	chr6	24402908	24426194	24402907	24402957	+
LRP5	chr11	68312591	68449275	68410028	68410078	+
NUDT22	chr11	64225941	64230686	64226608	64226658	+
H1-5	chr6	27866792	27867588	27867479	27867529	-
RASGEF1C	chr5	180100795	180209211	180138299	180138349	-
PCGF1	chr2	74505043	74507695	74507367	74507417	-
PARP11	chr12	3791047	3873448	3873392	3873442	-
ENPEP	chr4	110365733	110565285	110513488	110513538	+
RASA3	chr13	113977784	114128689	114036143	114036193	-
TNNT3	chr11	1898024	1917031	1938199	1938249	+
ARID5B	chr10	61901684	62096944	61901299	61901349	+
RIBC2	chr22	45413693	45432509	45414322	45414372	+
MIS18A	chr21	32268228	32279049	32270528	32270578	-
PHKG2	chr16	30748293	30761176	30752493	30752543	+
NAALAD2	chr11	90131515	90192894	90135063	90135113	+
ZMYM5	chr13	19823482	19863649	19863474	19863524	-
FOXD4	chr9	116231	118417	118154	118204	-
MTSS1	chr8	124550784	124728473	124566159	124566209	-
ATP5F1C	chr10	7788147	7807815	7788174	7788224	+
CCT6B	chr17	34927859	34981078	34961408	34961458	-
GEMIN6	chr2	38751534	38785002	38751533	38751583	+
MIP	chr12	56449502	56469166	56469116	56469166	-
FRAT1	chr10	97319271	97321915	97320740	97320790	+
UTRN	chr6	144285335	144853034	144799380	144799430	+
AFDN	chr6	167826911	167972023	167915400	167915433	+
WASHC2C	chr10	45727200	45792964	45727235	45727285	+
SULT1C4	chr2	108377911	108388989	108377910	108377960	+
MEGF11	chr15	65895079	66253756	66253697	66253747	-
RAB5B	chr12	55973913	55996683	55974073	55974123	+
PRPF40B	chr12	49568218	49644666	49623413	49623463	+
VCP	chr9	35053928	35072668	35072577	35072627	-
AP2B1	chr17	35578046	35726413	35587313	35587363	+
SAMD7	chr3	169911572	169939175	169915410	169915441	+
SEC24C	chr10	73744372	73772161	73744383	73744433	+
LPO	chr17	58218548	58268518	58238700	58238739	+
KIT	chr4	54657267	54740783	54657917	54657967	+
SCGB1C2	chr17	137569	139067	137525	137575	+
FN3KRP	chr17	82716706	82730328	82727114	82727164	+
ATP2A3	chr17	3923870	3964464	3930321	3930371	-
UTF1	chr10	133230217	133231558	133230273	133230323	+
C5orf47	chr5	173973779	174006140	173973778	173973828	+
NDUFB5	chr3	179604690	179627647	179604786	179604836	+
FHL5	chr6	96562548	96618626	96562547	96562597	+
PGS1	chr17	78378649	78425114	78378639	78378689	+
RORA	chr15	60488284	61229302	61229193	61229243	-
GOLPH3	chr5	32124716	32174319	32174300	32174350	-
ACADL	chr2	210187126	210225447	210225397	210225447	-
BTN3A3	chr6	26440472	26453415	26440492	26440542	+
TRIAP1	chr12	120443964	120446384	120446362	120446412	-
SLC25A2	chr5	141302635	141304049	141303995	141304045	-
PNPLA5	chr22	43879678	43892013	43891945	43891995	-
SHROOM1	chr5	132822141	132830659	132826628	132826678	-
PDSS1	chr10	26697701	26746798	26705307	26705357	+
FYTTD1	chr3	197737179	197787596	197737178	197737228	+
SPACA1	chr6	88047841	88066838	88059452	88059502	+
MGAT4D	chr4	140442262	140498377	140498280	140498330	-
NKTR	chr3	42600655	42648735	42600654	42600704	+
SRC	chr20	37344685	37406050	37383667	37383702	+
RFTN2	chr2	197568224	197676045	197675995	197676045	-
SMC3	chr10	110567684	110606048	110567690	110567740	+
MYBL1	chr8	66562175	66614247	66613199	66613249	-
C10orf82	chr10	116663696	116670264	116670214	116670264	-
ZNF662	chr3	42906142	42919334	42906173	42906223	+
PPARGC1B	chr5	149730298	149855022	149730297	149730347	+
WNT6	chr2	218859805	218874233	218859820	218859870	+
SMARCB1	chr22	23786963	23834516	23786962	23787012	+
PSMB7	chr9	124353465	124415444	124415394	124415444	-
EBF3	chr10	129835233	129973053	129842121	129842171	-
ABCA13	chr7	48171458	48647497	48279275	48279325	+
MIF4GD	chr17	75266228	75271231	75271177	75271227	-
OR5BS1P	chr12	48559882	48562956	48559881	48559931	+
ERC1	chr12	990509	1495933	991207	991257	+
SLAIN1	chr13	77697687	77764242	77741537	77741587	+
LIN28B	chr6	104936616	105083332	104957047	104957097	+
IRX3	chr16	54283304	54286787	54285805	54285855	-
ZNF827	chr4	145757627	145938823	145938421	145938471	-
PLG	chr6	160702238	160754097	160706109	160706142	+
DHTKD1	chr10	12068954	12123221	12094259	12094271	+
UTS2B	chr3	191267168	191330526	191316168	191316218	-
PDLIM3	chr4	185500660	185535507	185535458	185535508	-
ASB1	chr2	238426742	238452250	238427028	238427078	+
FAM184B	chr4	17629306	17781621	17781462	17781512	-
P2RX5-TAX1BP3	chr17	3663063	3696194	3696144	3696194	-
ELMOD2	chr4	140524168	140553770	140524157	140524207	+
CEMIP2	chr9	71683366	71816690	71768356	71768386	-
FUT7	chr9	137030174	137032088	137032960	137033010	-
SRRD	chr22	26483877	26494658	26483876	26483926	+
CLRN3	chr10	127877841	127892941	127892897	127892947	-
ACTL7B	chr9	108854588	108855986	108856917	108856967	-
SEC14L1	chr17	77088749	77217101	77209860	77209910	+
FRK	chr6	115931149	116060891	116060708	116060758	-
HBD	chr11	5232678	5243657	5234433	5234483	-
PRR15L	chr17	47951967	47957883	47957828	47957878	-
ANKFY1	chr17	4163821	4263995	4180386	4180436	-
ANXA8	chr10	47460162	47484158	47484033	47484083	-
BRD8	chr5	138139770	138178953	138166011	138166061	-
LCT	chr2	135787850	135837184	135812909	135812959	-
PPP3CB	chr10	73436433	73496024	73495974	73496024	-
ME1	chr6	83210402	83431051	83431021	83431071	-
CRK	chr17	1420689	1463162	1456208	1456258	-
RAB3GAP1	chr2	135052289	135176667	135052264	135052314	+
GIMAP2	chr7	150685697	150693641	150685696	150685746	+
SPINT1	chr15	40844018	40858207	40853195	40853245	+
DUSP26	chr8	33591330	33600023	33599928	33599978	-
NUGGC	chr8	28021964	28083936	28083821	28083871	-
COL6A6	chr3	130517177	130677044	130581681	130581731	+
GRAMD2A	chr15	72159806	72197787	72170024	72170074	-
VPS4A	chr16	69311350	69326939	69319488	69319538	+
GPX8	chr5	55160167	55167297	55160168	55160218	+
MLNR	chr13	49220338	49222377	49220337	49220387	+
NAE1	chr16	66802875	66873256	66830947	66830997	-
NADK2	chr5	36192589	36242279	36207213	36207263	-
H1-6	chr6	26107412	26108135	26108086	26108136	-
DNER	chr2	229357629	229714555	229587127	229587177	-
BARX1	chr9	93951627	93955355	93955322	93955372	-
ABAT	chr16	8674596	8784575	8713361	8713411	+
MPHOSPH6	chr16	82147798	82170224	82170176	82170226	-
NCAPG2	chr7	158631169	158704804	158665336	158665386	-
ADPRM	chr17	10697594	10711558	10697615	10697665	+
CABP1	chr12	120640626	120667324	120650084	120650134	+
PRR20C	chr13	57140918	57157082	57140917	57140967	+
ATP10B	chr5	160563120	160852214	160606866	160606916	-
ZFAND1	chr8	81701334	81732903	81721250	81721300	-
WDR90	chr16	649311	667833	666495	666545	+
NDUFB8	chr10	100523740	100530000	100526548	100526598	-
C1QTNF2	chr5	160347754	160370641	160370591	160370641	-
NFE2L1	chr17	48048329	48061545	48054549	48054599	+
FAM241A	chr4	112145454	112195256	112145396	112145446	+
CHRNB1	chr17	7445061	7457710	7445502	7445552	+
BCL2A1	chr15	79960892	79971196	79971119	79971169	-
ARHGEF15	chr17	8310241	8322514	8310279	8310329	+
NUPR2	chr7	56114681	56116417	56116350	56116400	-
DOK4	chr16	57471922	57487327	57479755	57479805	-
MICU1	chr10	72367340	72626131	72523886	72523936	-
ANKAR	chr2	189674290	189761193	189676937	189676987	+
OR4D5	chr11	123939617	123940573	123939542	123939592	+
TAAR9	chr6	132538290	132539336	132538289	132538339	+
RPL12	chr9	127447674	127451406	127451355	127451405	-
CCL28	chr5	43376645	43412391	43397214	43397264	-
ATXN7L1	chr7	105604772	105876599	105876554	105876604	-
H2BC10	chr6	26272931	26273412	26272975	26273025	+
OAZ2	chr15	64687573	64703281	64703168	64703218	-
DEFA1	chr8	6977491	6979922	6978584	6978634	-
DSN1	chr20	36751791	36773818	36773747	36773797	-
OR1S2	chr11	58203202	58204142	58204131	58204181	-
OXSR1	chr3	38165089	38255484	38165088	38165138	+
DUSP3	chr17	43766125	43778977	43778938	43778988	-
SNX10	chr7	26291862	26374383	26291922	26291972	+
CNTN4	chr3	2098813	3057959	2238828	2238878	+
COG5	chr7	107201372	107564261	107548282	107548332	-
FAM43A	chr3	194685883	194689037	194686543	194686593	+
TMEFF2	chr2	191949043	192194933	192194866	192194916	-
MGAM	chr7	142038524	142106747	142094773	142094823	+
AP1S1	chr7	101154456	101161596	101154482	101154517	+
AIRE	chr21	44285838	44298648	44285845	44285895	+
DPCD	chr10	101570560	101609662	101588287	101588337	+
CELF6	chr15	72284727	72320157	72319832	72319882	-
KRTAP9-6	chr17	41253969	41255271	41265338	41265388	+
ATP2C2	chr16	84368527	84464187	84459605	84459655	+
H4C12	chr6	27831174	27831560	27831477	27831527	-
STT3A	chr11	125591712	125625215	125609418	125609468	+
SIRT4	chr12	120302316	120313249	120302320	120302370	+
C1S	chr12	6988259	7071032	7067394	7067444	+
ZNF595	chr4	53286	88208	53328	53378	+
SLC6A15	chr12	84859491	84913629	84912775	84912825	-
NEUROG1	chr5	135534282	135535964	135535899	135535949	-
DYNC2H1	chr11	103109410	103479863	103283016	103283066	+
TNFAIP8	chr5	119268692	119399688	119268691	119268741	+
ASB15	chr7	123567010	123639481	123601858	123601908	+
PHF24	chr9	34957608	34982544	34958323	34958373	+
LMO7	chr13	75620434	75859870	75833084	75833134	+
NMUR1	chr2	231523187	231530445	231530445	231530495	-
WDR61	chr15	78277835	78299703	78299564	78299614	-
RPP25L	chr9	34610486	34612104	34612054	34612104	-
RAC2	chr22	37225270	37244448	37231453	37231503	-
TMEM252	chr9	68536580	68540883	68540817	68540867	-
FAM83F	chr22	39994954	40043534	39994948	39994998	+
OR4C6	chr11	55662201	55666195	55665166	55665216	+
ANKRD20A1	chr9	67832765	67920552	67880449	67880499	+
PSD3	chr8	18527303	19084730	18886984	18887034	-
BIRC2	chr11	102347211	102378670	102347373	102347423	+
MRFAP1	chr4	6640091	6642729	6640090	6640140	+
CA1	chr8	85327608	85379014	85338251	85338295	-
CPA4	chr7	130293134	130324180	130293160	130293210	+
HMGN3	chr6	79201245	79234738	79234639	79234689	-
HSCB	chr22	28742039	28757515	28742030	28742080	+
TIGD1	chr2	232543883	232550557	232550542	232550592	-
THRB	chr3	24117153	24495756	24495232	24495282	-
GAL3ST3	chr11	66040765	66049161	66045525	66045575	-
ZFP57	chr6	29672173	29680888	29677104	29677154	-
KAT2A	chr17	42113111	42121367	42121008	42121058	-
CALCR	chr7	93424486	93574730	93559760	93559810	-
DEK	chr6	18223860	18264548	18264491	18264541	-
CPN2	chr3	194339768	194351328	194351268	194351318	-
GATD1	chr11	767220	777488	777438	777488	-
CETN1	chr18	580380	582114	580356	580406	+
ZNF319	chr16	57994676	58000672	58000403	58000453	-
WDR37	chr10	1049538	1132384	1049537	1049587	+
WWTR1	chr3	149517235	149736714	149736664	149736714	-
EIF2AK2	chr2	37099210	37157522	37146911	37146961	-
HOXD11	chr2	176104216	176109754	176107285	176107335	+
CLEC7A	chr12	10116777	10130258	10130139	10130189	-
SOX1	chr13	112067149	112071706	112067646	112067696	+
ATXN1L	chr16	71808439	71885268	71845990	71846040	+
SEC14L5	chr16	4958330	5019157	4958316	4958366	+
MARCOL	chr5	148221650	148243580	148238569	148238619	+
NLRP10	chr11	7970057	7976059	7963607	7963657	-
LSMEM2	chr3	50279087	50288114	50279026	50279076	+
INPP5E	chr9	136428619	136439845	136439772	136439822	-
IFNA5	chr9	21304326	21305313	21305262	21305312	-
POLB	chr8	42338454	42371808	42338458	42338508	+
OBSL1	chr2	219550728	219571859	219554722	219554772	-
CRNKL1	chr20	20034368	20056046	20038561	20038611	-
CFAP299	chr4	80335730	80963750	80335742	80335792	+
LRRK2	chr12	40196744	40369285	40225073	40225123	+
PILRB	chr7	100352176	100367831	100357379	100357429	+
PSMC2	chr7	103328570	103370346	103344253	103344303	+
RUNX2	chr6	45328157	45664349	45361572	45361622	+
PRR18	chr6	166305300	166308448	166308398	166308448	-
LHFPL6	chr13	39209116	39603528	39603478	39603528	-
SLC17A5	chr6	73593379	73653992	73644413	73644463	-
CHCHD7	chr8	56211686	56218809	56214427	56214477	+
RAET1E	chr6	149883179	149898113	149890984	149891034	-
PSMA8	chr18	26133852	26193355	26133876	26133926	+
SNTA1	chr20	33407957	33443763	33443842	33443892	-
SLC12A2	chr5	128083766	128189677	128178379	128178429	+
PPP1R14C	chr6	150143044	150250392	150143075	150143125	+
ATP6V1C1	chr8	103021063	103073051	103051116	103051144	+
OR4D10	chr11	59473315	59479361	59477372	59477422	+
ECI2	chr6	4115693	4135597	4135547	4135597	-
LPCAT1	chr5	1456480	1523962	1467275	1467325	-
APOH	chr17	66212033	66256525	66256475	66256525	-
ALPK3	chr15	84817356	84873479	84863528	84863578	+
INSC	chr11	15112424	15247208	15235144	15235194	+
CUEDC2	chr10	102423245	102432584	102432534	102432584	-
TAFA4	chr3	68731766	68953297	68932560	68932610	-
DPH7	chr9	137554444	137578925	137575166	137575216	-
CRYBG3	chr3	97822011	97944984	97924211	97924261	+
SS18	chr18	26016253	26091217	26090085	26090135	-
GFRA2	chr8	21690398	21812357	21788119	21788159	-
GABRB2	chr5	161288429	161549044	161546675	161546725	-
TCF20	chr22	42173715	42343616	42215392	42215442	-
LRRC1	chr6	53794497	53924125	53919239	53919289	+
P2RY1	chr3	152835131	152841439	152834692	152834742	+
NECAB2	chr16	83968244	84002776	83998251	83998301	+
TRIM24	chr7	138460259	138589996	138554769	138554819	+
THAP10	chr15	70881342	70892433	70892372	70892410	-
AK8	chr9	132725578	132878777	132727548	132727598	-
TMEM140	chr7	135148072	135166215	135148071	135148121	+
ZNF250	chr8	144876497	144902168	144902118	144902168	-
TPD52L1	chr6	125119049	125264407	125153792	125153842	+
VEGFC	chr4	176683538	176792922	176729542	176729592	-
USP28	chr11	113797874	113875570	113875520	113875570	-
PRIMPOL	chr4	184649667	184694963	184649724	184649774	+
NOL3	chr16	67170154	67175735	67170153	67170201	+
JAM3	chr11	134069071	134152001	134069084	134069134	+
